artifact_row_index,source_id,city,district,support,tier,address_text
174410,7687908,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174411,7687920,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
174412,7687954,agadir,haut anza,8,SAFE_5,Haut Anza à Agadir
174413,7687956,casablanca,hay sadri,7,SAFE_5,Hay Sadri à Casablanca
174416,7687969,tanger,sania,64,SAFE_25,Sania à Tanger
174417,7687992,meknes,hamria,152,SAFE_25,Hamria à Meknes
174418,7688008,casablanca,californie,735,SAFE_25,Californie à Casablanca
174420,7688072,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
174422,7688128,rabat,riyad,566,SAFE_25,Riyad à Rabat
174424,7688156,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174427,7688202,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174432,7688275,mohammedia,wafa,25,SAFE_25,Wafa à Mohammedia
174433,7688283,safi,miftah el kheir,1,LOW,Miftah el kheir à Safi
174435,7688297,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
174437,7688358,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174438,7688365,fes,hay badr,4,LOW,Hay Badr à Fès
174439,7688381,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
174440,7688383,marrakech,massira 3,21,SAFE_10,Massira 3 à Marrakech
174442,7688401,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
174443,7688514,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
174444,7688539,kenitra,el hadadda,51,SAFE_25,El Hadadda à Kénitra
174445,7688567,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
174447,7688653,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174450,7688699,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
174451,7688701,rabat,agdal,313,SAFE_25,Agdal à Rabat
174453,7688766,oujda,nour,2,LOW,Nour à Oujda
174454,7688776,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
174455,7688778,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174456,7688811,safi,azib derai,8,SAFE_5,Azib Derai à Safi
174457,7688845,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174458,7689080,tanger,hay hassani,92,SAFE_25,Hay Hassani à Tanger
174459,7689084,bouznika,al kawtar,71,SAFE_25,Al Kawtar à Bouznika
174460,7689121,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
174461,7689140,meknes,marjane,146,SAFE_25,Marjane à Meknes
174462,7689145,sale,bettana,16,SAFE_10,Bettana à Salé
174463,7689156,el jadida,ennajd,27,SAFE_25,Ennajd à El Jadida
174466,7689253,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174469,7689394,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
174471,7689494,fes,zouagha,21,SAFE_10,Zouagha à Fès
174473,7689531,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174474,7689540,casablanca,racine,596,SAFE_25,Racine à Casablanca
174475,7689586,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
174478,7689613,casablanca,la vilette,15,SAFE_10,La Vilette à Casablanca
174481,7689651,meknes,hamria,152,SAFE_25,Hamria à Meknes
174483,7689679,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174484,7689680,tanger,el majd,13,SAFE_10,El Majd à Tanger
174485,7689726,casablanca,nassim 2,43,SAFE_25,Nassim 2 à Casablanca
174486,7689754,bouznika,quartier industriel,31,SAFE_25,Quartier Industriel à Bouznika
174489,7689790,casablanca,casablanca marina,100,SAFE_25,Casablanca Marina à Casablanca
174492,7689845,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
174494,7689858,rabat,agdal,313,SAFE_25,Agdal à Rabat
174495,7689916,casablanca,bournazil,16,SAFE_10,Bournazil à Casablanca
174496,7689921,rabat,kebibat,33,SAFE_25,Kébibat à Rabat
174497,7689949,casablanca,californie,735,SAFE_25,Californie à Casablanca
174498,7689969,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
174500,7690015,casablanca,salmia 2,26,SAFE_25,Salmia 2 à Casablanca
174501,7690024,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
174504,7690070,marrakech,route d agadir essaouira,143,SAFE_25,Route d'Agadir - Essaouira à Marrakech
174506,7690087,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
174507,7690122,casablanca,californie,735,SAFE_25,Californie à Casablanca
174510,7690149,casablanca,racine,596,SAFE_25,Racine à Casablanca
174511,7690161,agadir,riad salam,33,SAFE_25,Riad Salam à Agadir
174513,7690209,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174515,7690228,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174517,7690259,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174518,7690275,casablanca,hay sadri,7,SAFE_5,Hay Sadri à Casablanca
174526,7690359,casablanca,hay rajaa,3,LOW,Hay Rajaa à Casablanca
174527,7690363,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174530,7690368,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174531,7690374,casablanca,hay rajaa,3,LOW,Hay Rajaa à Casablanca
174532,7690376,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
174533,7690426,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
174534,7690455,casablanca,hay chrifa,49,SAFE_25,Hay Chrifa à Casablanca
174535,7690459,tanger,ahlane,96,SAFE_25,Ahlane à Tanger
174536,7690478,fes,hay annassim,1,LOW,Hay Annassim à Fès
174538,7690606,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174539,7690662,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
174540,7690665,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174543,7690755,tetouan,route de ceuta,19,SAFE_10,Route de Ceuta à Tétouan
174546,7690792,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174547,7690805,casablanca,hay albaraka,19,SAFE_10,Hay Albaraka à Casablanca
174551,7690830,marrakech,rmila,97,SAFE_25,Rmila à Marrakech
174554,7690901,mohammedia,hay al horria,8,SAFE_5,Hay Al Horria à Mohammedia
174555,7690906,casablanca,triangle d or,142,SAFE_25,Triangle d'Or à Casablanca
174556,7690909,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174557,7690916,fes,zouagha,21,SAFE_10,Zouagha à Fès
174559,7690999,agadir,hay houda,65,SAFE_25,Hay Houda à Agadir
174561,7691027,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
174563,7691078,rabat,aviation mabella,79,SAFE_25,Aviation - Mabella à Rabat
174564,7691120,mohammedia,nassim,37,SAFE_25,Nassim à Mohammedia
174565,7691125,fes,route immouzer,38,SAFE_25,Route Immouzer à Fès
174567,7691146,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
174568,7691151,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174570,7691162,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174571,7691170,casablanca,garage allal,11,SAFE_10,Garage Allal à Casablanca
174574,7691194,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174576,7691232,tanger,hay al bassatine,6,SAFE_5,Hay Al Bassatine à Tanger
174577,7691261,casablanca,hay annour,8,SAFE_5,Hay Annour à Casablanca
174578,7691281,casablanca,tacharouk hay al walaa,29,SAFE_25,Tacharouk (Hay Al Walaa) à Casablanca
174581,7691345,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
174582,7691367,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
174584,7691393,meknes,sidi bouzekri,12,SAFE_10,Sidi bouzekri à Meknes
174586,7691415,bouznika,quartier industriel,31,SAFE_25,Quartier Industriel à Bouznika
174588,7691461,meknes,hamria,152,SAFE_25,Hamria à Meknes
174589,7691515,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174591,7691552,tanger,tanja balia,220,SAFE_25,Tanja Balia à Tanger
174592,7691560,casablanca,al azhar,21,SAFE_10,Al Azhar à Casablanca
174595,7691586,casablanca,al azhar,21,SAFE_10,Al Azhar à Casablanca
174596,7691608,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174597,7691630,casablanca,racine,596,SAFE_25,Racine à Casablanca
174599,7691635,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174602,7691653,casablanca,beausite,41,SAFE_25,Beausite à Casablanca
174604,7691674,el jadida,al kodia,9,SAFE_5,Al Kodia à El Jadida
174607,7691712,tanger,hay hassani,92,SAFE_25,Hay Hassani à Tanger
174608,7691727,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
174610,7691731,settat,smaala,9,SAFE_5,Smaâla à Settat
174611,7691734,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
174612,7691740,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
174613,7691752,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174614,7691756,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
174615,7691789,sale,hay oued dahab,10,SAFE_10,Hay Oued Dahab à Salé
174616,7691838,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
174617,7691856,meknes,marjane,146,SAFE_25,Marjane à Meknes
174618,7691875,settat,hay salam,6,SAFE_5,Hay salam à Settat
174619,7691897,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
174625,7691989,tanger,boukhalef,98,SAFE_25,Boukhalef à Tanger
174630,7692124,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174631,7692132,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174632,7692134,casablanca,dar touzani,6,SAFE_5,Dar Touzani à Casablanca
174633,7692164,fes,mont fleuri,13,SAFE_10,Mont Fleuri à Fès
174635,7692171,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
174638,7692186,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174639,7692191,casablanca,anfa superieur,66,SAFE_25,Anfa Supérieur à Casablanca
174640,7692192,casablanca,racine,596,SAFE_25,Racine à Casablanca
174648,7692319,marrakech,route d agadir essaouira,143,SAFE_25,Route d'Agadir - Essaouira à Marrakech
174649,7692353,casablanca,racine,596,SAFE_25,Racine à Casablanca
174651,7692374,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174654,7692392,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174655,7692432,tanger,branes 2,42,SAFE_25,Branes 2 à Tanger
174656,7692440,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174658,7692442,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174659,7692444,temara,abbadi,25,SAFE_25,Abbadi à Temara
174660,7692451,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
174662,7692470,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174663,7692487,sale,ouled moussa,10,SAFE_10,Ouled Moussa à Salé
174664,7692494,casablanca,cil hay salam,225,SAFE_25,CIL (Hay Salam) à Casablanca
174666,7692503,agadir,cite adrar,16,SAFE_10,Cité Adrar à Agadir
174668,7692515,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174673,7692626,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174674,7692634,casablanca,racine,596,SAFE_25,Racine à Casablanca
174675,7692636,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
174676,7692652,nador,selouane,21,SAFE_10,Selouane à Nador
174677,7692660,sale,ouled moussa,10,SAFE_10,Ouled Moussa à Salé
174678,7692665,casablanca,casablanca marina,100,SAFE_25,Casablanca Marina à Casablanca
174680,7692683,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
174682,7692739,tetouan,laayoune,2,LOW,Laayoune à Tétouan
174683,7692754,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
174685,7692764,tanger,route nationale assilah n1,134,SAFE_25,Route Nationale Assilah (N1) à Tanger
174686,7692776,kenitra,el hadadda,51,SAFE_25,El Hadadda à Kénitra
174688,7692806,casablanca,racine,596,SAFE_25,Racine à Casablanca
174689,7692824,agadir,founti,96,SAFE_25,Founti à Agadir
174694,7692903,marrakech,sidi ghanem,14,SAFE_10,Sidi Ghanem à Marrakech
174696,7692967,casablanca,racine,596,SAFE_25,Racine à Casablanca
174697,7692979,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174698,7692981,marrakech,zaouia sidi ghalem,48,SAFE_25,Zaouia Sidi Ghalem à Marrakech
174699,7692986,rabat,hay nahda,43,SAFE_25,Hay Nahda à Rabat
174700,7692999,rabat,agdal,313,SAFE_25,Agdal à Rabat
174701,7693003,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174702,7693010,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174704,7693021,casablanca,racine,596,SAFE_25,Racine à Casablanca
174705,7693025,marrakech,route amizmiz,500,SAFE_25,Route Amizmiz à Marrakech
174706,7693031,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174709,7693065,essaouira,lahrarta,13,SAFE_10,Lahrarta à Essaouira
174710,7693079,tetouan,wilaya,41,SAFE_25,Wilaya à Tétouan
174713,7693139,rabat,agdal,313,SAFE_25,Agdal à Rabat
174716,7693163,tanger,ahlane,96,SAFE_25,Ahlane à Tanger
174717,7693166,marrakech,route amizmiz,500,SAFE_25,Route Amizmiz à Marrakech
174718,7693176,fes,nouvelle ville,31,SAFE_25,Nouvelle Ville à Fès
174722,7693206,oujda,lazaret,21,SAFE_10,Lazaret à Oujda
174726,7693233,mohammedia,monica,17,SAFE_10,Monica à Mohammedia
174730,7693259,casablanca,hay alfalah,3,LOW,Hay Alfalah à Casablanca
174734,7693307,rabat,souissi,566,SAFE_25,Souissi à Rabat
174743,7693481,fes,l habitat,6,SAFE_5,L'habitat à Fès
174745,7693516,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174746,7693531,rabat,l ocean,61,SAFE_25,L'Ocean à Rabat
174749,7693586,tanger,mozart,64,SAFE_25,Mozart à Tanger
174751,7693624,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
174752,7693643,casablanca,ahl loghlam hay assalam,21,SAFE_10,Ahl Loghlam (Hay Assalam) à Casablanca
174753,7693649,tanger,branes 2,42,SAFE_25,Branes 2 à Tanger
174754,7693667,tanger,achakar,164,SAFE_25,Achakar à Tanger
174755,7693668,meknes,marjane,146,SAFE_25,Marjane à Meknes
174756,7693674,casablanca,californie,735,SAFE_25,Californie à Casablanca
174758,7693695,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174759,7693708,fes,ain amiyer,11,SAFE_10,Ain Amiyer à Fès
174761,7693726,khemisset,hay essalam,11,SAFE_10,Hay Essalam à Khémisset
174762,7693753,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
174763,7693756,tanger,route nationale assilah n1,134,SAFE_25,Route Nationale Assilah (N1) à Tanger
174765,7693778,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174766,7693817,sale,sidi abdellah,18,SAFE_10,Sidi Abdellah à Salé
174767,7693825,sale,sakani,12,SAFE_10,Sakani à Salé
174768,7693834,fes,quartier oued fes,34,SAFE_25,Quartier Oued Fes à Fès
174771,7693851,tanger,iberie,173,SAFE_25,Iberie à Tanger
174772,7693864,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
174774,7693886,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
174775,7693892,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174776,7693897,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
174777,7693902,casablanca,nassim 1,64,SAFE_25,Nassim 1 à Casablanca
174778,7693903,benslimane,golf de benslimane,48,SAFE_25,Golf de Benslimane à Benslimane
174779,7693914,tanger,branes kdima,29,SAFE_25,Branes Kdima à Tanger
174780,7693915,agadir,hay najah,11,SAFE_10,Hay Najah à Agadir
174781,7693917,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174782,7693968,fes,nouvelle ville,31,SAFE_25,Nouvelle Ville à Fès
174783,7693970,fes,route ain chkaf,51,SAFE_25,Route ain Chkaf à Fès
174786,7693985,casablanca,anfa,374,SAFE_25,Anfa à Casablanca
174787,7693998,agadir,hay salam,64,SAFE_25,Hay Salam à Agadir
174788,7694009,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174789,7694033,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
174792,7694062,fes,zouagha,21,SAFE_10,Zouagha à Fès
174793,7694076,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
174794,7694088,marrakech,samlalia,132,SAFE_25,Samlalia à Marrakech
174795,7694144,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
174797,7694193,kenitra,el hadadda,51,SAFE_25,El Hadadda à Kénitra
174798,7694199,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174799,7694201,el jadida,quartier aerodrome,20,SAFE_10,Quartier Aérodrome à El Jadida
174800,7694228,oujda,lazaret,21,SAFE_10,Lazaret à Oujda
174801,7694263,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
174802,7694267,rabat,hay el menzah,56,SAFE_25,Hay El Menzah à Rabat
174804,7694337,casablanca,californie,735,SAFE_25,Californie à Casablanca
174805,7694372,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174806,7694374,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174807,7694380,casablanca,hay zobir,38,SAFE_25,Hay Zobir à Casablanca
174808,7694391,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174809,7694416,fes,route ain chkaf,51,SAFE_25,Route ain Chkaf à Fès
174810,7694463,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
174812,7694497,casablanca,al azhar,21,SAFE_10,Al Azhar à Casablanca
174813,7694514,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174814,7694530,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174815,7694533,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174816,7694534,agadir,tilila,54,SAFE_25,Tilila à Agadir
174817,7694535,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174818,7694548,casablanca,franceville,76,SAFE_25,Franceville à Casablanca
174819,7694549,oujda,jawhara,20,SAFE_10,Jawhara à Oujda
174821,7694582,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
174822,7694598,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
174823,7694616,casablanca,hermitage,63,SAFE_25,Hermitage à Casablanca
174825,7694639,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
174831,7694747,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
174833,7694782,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
174834,7694788,casablanca,racine,596,SAFE_25,Racine à Casablanca
174835,7694811,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
174836,7694835,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
174838,7694865,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
174839,7694898,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
174841,7694928,tanger,malabata,421,SAFE_25,Malabata à Tanger
174842,7694929,tanger,malabata,421,SAFE_25,Malabata à Tanger
174843,7694930,tanger,malabata,421,SAFE_25,Malabata à Tanger
174844,7694931,tanger,malabata,421,SAFE_25,Malabata à Tanger
174845,7694932,tanger,malabata,421,SAFE_25,Malabata à Tanger
174846,7694933,tanger,malabata,421,SAFE_25,Malabata à Tanger
174847,7694934,tanger,malabata,421,SAFE_25,Malabata à Tanger
174848,7694935,tanger,malabata,421,SAFE_25,Malabata à Tanger
174849,7694936,tanger,malabata,421,SAFE_25,Malabata à Tanger
174850,7694938,tanger,malabata,421,SAFE_25,Malabata à Tanger
174851,7694939,tanger,malabata,421,SAFE_25,Malabata à Tanger
174852,7694940,tanger,malabata,421,SAFE_25,Malabata à Tanger
174853,7694941,tanger,malabata,421,SAFE_25,Malabata à Tanger
174854,7694942,tanger,malabata,421,SAFE_25,Malabata à Tanger
174856,7694973,tanger,branes 2,42,SAFE_25,Branes 2 à Tanger
174857,7695030,casablanca,oasis sud,25,SAFE_25,Oasis sud à Casablanca
174858,7695066,meknes,hamria,152,SAFE_25,Hamria à Meknes
174859,7695138,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174863,7695231,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
174864,7695232,temara,abbadi,25,SAFE_25,Abbadi à Temara
174865,7695249,agadir,haut founty,47,SAFE_25,Haut Founty à Agadir
174866,7695276,marrakech,route d agadir essaouira,143,SAFE_25,Route d'Agadir - Essaouira à Marrakech
174867,7695289,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174868,7695303,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
